,winner,idMatch,pick1,winratepick1,mmrplayer1,pick2,winratepick2,mmrplayer2,pick3,winratepick3,mmrplayer3,pick4,winratepick4,mmrplayer4,pick5,winratepick5,mmrplayer5,pick6,winratepick6,mmrplayer6,pick7,winratepick7,mmrplayer7,pick8,winratepick8,mmrplayer8,pick9,winratepick9,mmrplayer9,pick10,winratepick10,mmrplayer10
272,Radiant,7105054238,23,0.5076,70,43,0.5069,70,44,0.4469,70,64,0.508,70,51,0.476,70,100,0.4532,70,55,0.5498,70,111,0.5348,70,81,0.4813,70,103,0.5634,70
273,Dire,7105048914,33,0.4916,70,84,0.4835,70,14,0.4912,70,106,0.4986,70,46,0.4813,70,87,0.4985,70,72,0.465,70,9,0.5032,70,71,0.5155,70,11,0.47,70
274,Dire,7105047653,9,0.5032,80,49,0.4291,80,64,0.508,80,10,0.4552,80,32,0.5282,80,86,0.4871,80,77,0.4987,80,85,0.5333,80,109,0.4731,80,13,0.483,80
275,Radiant,7105042370,98,0.4815,80,19,0.4524,80,58,0.4366,80,106,0.4986,80,6,0.479,80,86,0.4871,80,69,0.4668,80,45,0.5187,80,62,0.5393,70,48,0.455,80
276,Dire,7105034573,64,0.508,70,51,0.476,70,44,0.4469,70,43,0.5069,70,23,0.5076,70,111,0.5348,70,100,0.4532,70,103,0.5634,70,55,0.5498,70,81,0.4813,70
277,Dire,7105019166,86,0.4871,70,89,0.5447,80,72,0.465,70,129,0.4292,72,50,0.448,70,58,0.4366,70,49,0.4291,70,19,0.4524,70,14,0.4912,80,13,0.483,70
278,Dire,7105000278,71,0.5155,70,87,0.4985,70,100,0.4532,70,105,0.5084,70,11,0.47,70,33,0.4916,70,5,0.5139,70,54,0.4602,70,120,0.5021,70,43,0.5069,70
279,Radiant,7104993454,86,0.4871,70,63,0.4855,70,16,0.4788,70,9,0.5032,70,22,0.4587,70,100,0.4532,70,128,0.4633,70,31,0.5104,70,11,0.47,70,17,0.4825,70
280,Dire,7104986636,38,0.4791,80,58,0.4366,80,123,0.4535,80,70,0.4654,80,23,0.5076,80,87,0.4985,80,120,0.5021,80,49,0.4291,80,9,0.5032,80,46,0.4813,80
281,Radiant,7104979837,69,0.4668,80,86,0.4871,80,64,0.508,80,53,0.3884,80,106,0.4986,80,87,0.4985,80,43,0.5069,70,103,0.5634,80,11,0.47,80,33,0.4916,80
282,Radiant,7104978462,87,0.4985,70,93,0.5257,70,101,0.5195,70,38,0.4791,80,23,0.5076,70,62,0.5393,70,9,0.5032,72,96,0.477,80,14,0.4912,70,106,0.4986,70
283,Radiant,7104974814,9,0.5032,80,77,0.4987,80,87,0.4985,80,106,0.4986,80,95,0.4754,80,85,0.5333,80,49,0.4291,80,5,0.5139,80,14,0.4912,80,76,0.492,80
284,Dire,7104957110,84,0.4835,70,51,0.476,70,30,0.4677,70,22,0.4587,70,109,0.4731,70,105,0.5084,70,71,0.5155,70,120,0.5021,70,86,0.4871,70,61,0.4745,70
285,Dire,7104942163,19,0.4524,70,111,0.5348,70,97,0.4886,70,106,0.4986,70,95,0.4754,70,45,0.5187,70,72,0.465,70,129,0.4292,70,93,0.5257,70,100,0.4532,70
286,Radiant,7104920879,71,0.5155,70,101,0.5195,70,43,0.5069,70,21,0.5318,70,90,0.4996,70,84,0.4835,70,137,0.478,70,39,0.5105,70,70,0.4654,70,38,0.4791,70
287,Dire,7104919784,58,0.4366,80,38,0.4791,80,64,0.508,80,67,0.4781,80,126,0.4822,80,51,0.476,80,60,0.4776,80,120,0.5021,80,119,0.4978,80,14,0.4912,80
288,Radiant,7104903012,87,0.4985,70,108,0.5067,70,52,0.4611,70,75,0.5201,70,42,0.4442,70,135,0.5041,70,3,0.5108,70,76,0.492,70,54,0.4602,70,43,0.5069,70
289,Radiant,7104901040,87,0.4985,70,72,0.465,80,76,0.492,70,135,0.5041,72,114,0.488,70,62,0.5393,70,123,0.4535,80,31,0.5104,70,86,0.4871,70,136,0.4949,70
290,Dire,7104900591,53,0.3884,70,87,0.4985,70,64,0.508,70,1,0.4769,70,120,0.5021,80,58,0.4366,80,38,0.4791,80,86,0.4871,80,106,0.4986,70,44,0.4469,80
291,Dire,7104889270,84,0.4835,70,17,0.4825,70,57,0.5087,70,137,0.478,70,10,0.4552,70,19,0.4524,70,75,0.5201,70,43,0.5069,70,93,0.5257,70,100,0.4532,70
292,Radiant,7104876283,58,0.4366,80,61,0.4745,80,64,0.508,80,39,0.5105,80,93,0.5257,80,9,0.5032,80,100,0.4532,80,128,0.4633,80,1,0.4769,80,2,0.5044,80
293,Dire,7104863135,87,0.4985,70,14,0.4912,70,129,0.4292,70,76,0.492,70,42,0.4442,70,75,0.5201,70,30,0.4677,70,6,0.479,70,46,0.4813,70,108,0.5067,70
294,Dire,7104862975,85,0.5333,70,1,0.4769,70,49,0.4291,70,101,0.5195,80,135,0.5041,70,62,0.5393,80,9,0.5032,70,105,0.5084,70,109,0.4731,72,114,0.488,70
295,Radiant,7104851034,53,0.3884,80,19,0.4524,80,5,0.5139,80,17,0.4825,70,47,0.4961,80,87,0.4985,70,137,0.478,70,114,0.488,70,110,0.4769,70,49,0.4291,80
296,Radiant,7104847659,110,0.4769,70,87,0.4985,70,43,0.5069,70,7,0.4996,70,46,0.4813,70,86,0.4871,70,5,0.5139,70,62,0.5393,70,100,0.4532,70,4,0.5148,70
297,Dire,7104825436,135,0.5041,80,75,0.5201,80,64,0.508,80,23,0.5076,80,18,0.5174,80,69,0.4668,80,87,0.4985,80,86,0.4871,80,74,0.4702,80,95,0.4754,80
298,Dire,7104819480,86,0.4871,70,128,0.4633,70,6,0.479,70,96,0.477,70,21,0.5318,70,101,0.5195,70,110,0.4769,70,71,0.5155,70,70,0.4654,70,129,0.4292,70
299,Dire,7104813963,5,0.5139,70,86,0.4871,70,16,0.4788,70,4,0.5148,70,93,0.5257,70,121,0.4826,70,30,0.4677,70,43,0.5069,70,32,0.5282,70,42,0.4442,70
300,Radiant,7104795511,19,0.4524,80,106,0.4986,80,85,0.5333,80,10,0.4552,70,128,0.4633,80,86,0.4871,80,38,0.4791,70,100,0.4532,80,6,0.479,80,114,0.488,80
301,Dire,7104785997,64,0.508,70,54,0.4602,70,123,0.4535,70,60,0.4776,80,46,0.4813,70,51,0.476,70,111,0.5348,70,9,0.5032,70,11,0.47,70,65,0.5134,70
302,Dire,7104782292,5,0.5139,70,45,0.5187,70,109,0.4731,70,96,0.477,70,106,0.4986,70,84,0.4835,70,105,0.5084,70,77,0.4987,70,23,0.5076,70,39,0.5105,70
303,Dire,7104780023,32,0.5282,80,9,0.5032,80,49,0.4291,80,91,0.4988,80,55,0.5498,80,62,0.5393,80,87,0.4985,80,106,0.4986,80,53,0.3884,80,4,0.5148,80
304,Dire,7104760833,123,0.4535,70,49,0.4291,70,111,0.5348,70,45,0.5187,70,105,0.5084,70,19,0.4524,70,64,0.508,80,36,0.4872,70,106,0.4986,70,46,0.4813,70
305,Dire,7104758170,9,0.5032,70,77,0.4987,70,91,0.4988,70,52,0.4611,70,128,0.4633,70,5,0.5139,70,21,0.5318,70,97,0.4886,70,106,0.4986,70,41,0.4934,70
306,Radiant,7104755260,110,0.4769,80,106,0.4986,70,9,0.5032,80,62,0.5393,80,34,0.5423,80,86,0.4871,70,10,0.4552,80,102,0.5033,80,76,0.492,80,29,0.4706,80
307,Dire,7104730867,21,0.5318,70,97,0.4886,70,84,0.4835,70,8,0.4656,70,52,0.4611,80,31,0.5104,70,19,0.4524,70,129,0.4292,70,93,0.5257,70,9,0.5032,70
308,Dire,7104729939,5,0.5139,70,119,0.4978,70,81,0.4813,70,106,0.4986,70,6,0.479,70,9,0.5032,70,104,0.5435,70,1,0.4769,70,91,0.4988,70,52,0.4611,70
309,Radiant,7104717671,87,0.4985,70,69,0.4668,80,9,0.5032,80,17,0.4825,80,54,0.4602,80,85,0.5333,80,114,0.488,80,19,0.4524,70,90,0.4996,80,13,0.483,80
310,Radiant,7104555493,75,0.5201,80,19,0.4524,80,38,0.4791,80,46,0.4813,70,13,0.483,80,86,0.4871,80,77,0.4987,80,44,0.4469,80,31,0.5104,80,17,0.4825,80
311,Dire,7104554152,77,0.4987,80,58,0.4366,80,9,0.5032,80,4,0.5148,80,19,0.4524,80,86,0.4871,80,89,0.5447,80,64,0.508,80,96,0.477,80,13,0.483,70
312,Radiant,7104533510,123,0.4535,70,100,0.4532,70,120,0.5021,70,43,0.5069,70,6,0.479,70,87,0.4985,70,135,0.5041,70,119,0.4978,70,76,0.492,70,42,0.4442,70
313,Radiant,7104528222,43,0.5069,70,110,0.4769,54,41,0.4934,80,31,0.5104,73,17,0.4825,80,103,0.5634,72,53,0.3884,80,86,0.4871,80,49,0.4291,80,99,0.4467,70
314,Dire,7104520296,51,0.476,80,77,0.4987,80,9,0.5032,80,4,0.5148,80,22,0.4587,80,85,0.5333,80,128,0.4633,70,96,0.477,80,46,0.4813,80,106,0.4986,80
315,Radiant,7104514406,49,0.4291,80,58,0.4366,80,9,0.5032,80,106,0.4986,80,1,0.4769,80,86,0.4871,80,69,0.4668,80,128,0.4633,80,120,0.5021,80,10,0.4552,70
316,Dire,7104504819,85,0.5333,70,79,0.4948,70,10,0.4552,70,137,0.478,70,98,0.4815,70,64,0.508,70,119,0.4978,70,129,0.4292,70,135,0.5041,70,48,0.455,70
317,Dire,7104481344,86,0.4871,70,5,0.5139,73,49,0.4291,80,7,0.4996,54,35,0.4447,80,43,0.5069,72,103,0.5634,80,19,0.4524,80,99,0.4467,80,59,0.5025,70
318,Radiant,7104439460,75,0.5201,80,120,0.5021,80,79,0.4948,80,29,0.4706,80,48,0.455,70,87,0.4985,80,43,0.5069,80,6,0.479,80,51,0.476,80,69,0.4668,80
319,Dire,7104421771,86,0.4871,70,57,0.5087,70,22,0.4587,70,97,0.4886,70,54,0.4602,70,75,0.5201,70,79,0.4948,70,137,0.478,70,48,0.455,70,17,0.4825,70
320,Radiant,7104396886,91,0.4988,73,86,0.4871,54,69,0.4668,80,7,0.4996,80,72,0.465,70,49,0.4291,72,68,0.5128,80,123,0.4535,80,99,0.4467,80,10,0.4552,70
321,Radiant,7104366413,79,0.4948,70,70,0.4654,70,87,0.4985,70,76,0.492,70,48,0.455,70,57,0.5087,70,123,0.4535,70,90,0.4996,70,29,0.4706,70,56,0.5183,70
322,Dire,7104351357,114,0.488,70,85,0.5333,80,52,0.4611,70,33,0.4916,80,69,0.4668,70,49,0.4291,70,128,0.4633,80,111,0.5348,80,13,0.483,80,77,0.4987,70
323,Radiant,7104308701,86,0.4871,70,128,0.4633,70,135,0.5041,70,110,0.4769,70,136,0.4949,70,85,0.5333,70,45,0.5187,70,96,0.477,70,54,0.4602,70,22,0.4587,70
324,Radiant,7104250162,69,0.4668,70,9,0.5032,80,75,0.5201,80,95,0.4754,80,100,0.4532,70,58,0.4366,70,1,0.4769,80,53,0.3884,70,51,0.476,80,23,0.5076,70
325,Radiant,7104215991,37,0.5008,70,19,0.4524,70,106,0.4986,70,98,0.4815,70,81,0.4813,70,101,0.5195,70,129,0.4292,70,120,0.5021,70,119,0.4978,70,10,0.4552,70
326,Dire,7104210513,14,0.4912,41,137,0.478,42,62,0.5393,70,136,0.4949,80,17,0.4825,70,86,0.4871,80,49,0.4291,70,87,0.4985,63,98,0.4815,80,1,0.4769,70
327,Radiant,7104166598,114,0.488,70,58,0.4366,80,128,0.4633,70,11,0.47,80,49,0.4291,70,85,0.5333,70,69,0.4668,70,52,0.4611,80,123,0.4535,80,35,0.4447,80
328,Dire,7104157219,86,0.4871,70,70,0.4654,42,9,0.5032,41,69,0.4668,80,2,0.5044,70,87,0.4985,80,38,0.4791,70,123,0.4535,63,53,0.3884,80,34,0.5423,70
329,Dire,7103853668,58,0.4366,80,38,0.4791,80,64,0.508,80,90,0.4996,80,18,0.5174,80,85,0.5333,80,9,0.5032,80,135,0.5041,80,6,0.479,80,112,0.534,80
330,Dire,7103821198,87,0.4985,70,49,0.4291,80,51,0.476,80,47,0.4961,80,45,0.5187,80,9,0.5032,80,137,0.478,80,4,0.5148,80,100,0.4532,80,36,0.4872,80
331,Dire,7103801616,87,0.4985,80,137,0.478,80,100,0.4532,80,135,0.5041,70,120,0.5021,80,86,0.4871,70,106,0.4986,80,38,0.4791,80,105,0.5084,80,10,0.4552,80
332,Dire,7103792017,69,0.4668,80,6,0.479,80,86,0.4871,80,51,0.476,80,22,0.4587,80,49,0.4291,80,58,0.4366,80,128,0.4633,80,33,0.4916,70,67,0.4781,80
333,Dire,7103789936,53,0.3884,80,51,0.476,80,10,0.4552,80,37,0.5008,80,120,0.5021,80,49,0.4291,80,86,0.4871,80,119,0.4978,80,1,0.4769,80,17,0.4825,80
334,Dire,7103785428,1,0.4769,80,87,0.4985,80,19,0.4524,80,65,0.5134,80,128,0.4633,80,91,0.4988,70,70,0.4654,80,58,0.4366,70,13,0.483,70,93,0.5257,80
335,Radiant,7103778252,1,0.4769,70,85,0.5333,70,105,0.5084,80,106,0.4986,70,62,0.5393,70,86,0.4871,70,43,0.5069,70,51,0.476,70,13,0.483,70,95,0.4754,70
336,Radiant,7103772566,128,0.4633,80,19,0.4524,80,58,0.4366,80,65,0.5134,80,81,0.4813,70,86,0.4871,70,43,0.5069,80,46,0.4813,70,96,0.477,80,39,0.5105,70
337,Radiant,7103767202,119,0.4978,80,106,0.4986,80,58,0.4366,80,61,0.4745,80,6,0.479,80,85,0.5333,80,36,0.4872,80,9,0.5032,80,5,0.5139,80,10,0.4552,80
338,Dire,7103743246,87,0.4985,80,6,0.479,80,123,0.4535,80,69,0.4668,80,22,0.4587,80,86,0.4871,80,43,0.5069,80,51,0.476,80,35,0.4447,80,129,0.4292,80
339,Radiant,7103709947,86,0.4871,70,11,0.47,80,135,0.5041,80,100,0.4532,80,120,0.5021,80,87,0.4985,80,69,0.4668,80,51,0.476,80,89,0.5447,70,21,0.5318,80
340,Dire,7103708715,135,0.5041,70,9,0.5032,70,5,0.5139,70,32,0.5282,70,70,0.4654,70,86,0.4871,80,137,0.478,70,102,0.5033,70,123,0.4535,70,53,0.3884,70
341,Dire,7103690699,69,0.4668,80,86,0.4871,70,64,0.508,80,1,0.4769,80,65,0.5134,80,53,0.3884,80,85,0.5333,80,43,0.5069,80,88,0.5006,80,19,0.4524,80
342,Radiant,7103690103,69,0.4668,80,9,0.5032,80,100,0.4532,80,6,0.479,80,39,0.5105,80,58,0.4366,80,43,0.5069,80,105,0.5084,80,97,0.4886,80,1,0.4769,80
343,Radiant,7103689033,19,0.4524,70,76,0.492,70,111,0.5348,70,42,0.4442,70,21,0.5318,70,101,0.5195,70,27,0.4896,70,60,0.4776,70,35,0.4447,70,126,0.4822,70
344,Dire,7103684913,64,0.508,80,2,0.5044,80,90,0.4996,80,18,0.5174,80,119,0.4978,80,86,0.4871,80,85,0.5333,80,76,0.492,80,95,0.4754,80,38,0.4791,80
345,Radiant,7103674422,38,0.4791,80,123,0.4535,80,103,0.5634,80,46,0.4813,80,19,0.4524,80,86,0.4871,80,85,0.5333,80,70,0.4654,80,96,0.477,80,76,0.492,80
346,Dire,7103669788,69,0.4668,80,58,0.4366,80,5,0.5139,80,11,0.47,80,114,0.488,80,43,0.5069,80,137,0.478,80,100,0.4532,80,85,0.5333,80,48,0.455,80
347,Dire,7103666623,77,0.4987,80,86,0.4871,80,26,0.4536,80,4,0.5148,80,11,0.47,80,87,0.4985,80,89,0.5447,80,120,0.5021,70,9,0.5032,70,49,0.4291,80
348,Radiant,7103658297,58,0.4366,70,77,0.4987,70,137,0.478,70,128,0.4633,70,17,0.4825,70,14,0.4912,70,5,0.5139,70,39,0.5105,70,10,0.4552,70,69,0.4668,70
349,Dire,7103647953,64,0.508,70,128,0.4633,70,104,0.5435,70,41,0.4934,70,36,0.4872,70,129,0.4292,70,31,0.5104,70,93,0.5257,70,9,0.5032,70,45,0.5187,70
350,Radiant,7103626460,58,0.4366,80,13,0.483,80,38,0.4791,80,128,0.4633,80,10,0.4552,80,51,0.476,80,74,0.4702,80,87,0.4985,80,109,0.4731,80,29,0.4706,80
351,Radiant,7103620261,75,0.5201,80,98,0.4815,80,27,0.4896,80,100,0.4532,80,73,0.5131,70,19,0.4524,80,45,0.5187,80,85,0.5333,80,90,0.4996,80,70,0.4654,80
352,Dire,7103614680,86,0.4871,80,53,0.3884,80,64,0.508,80,74,0.4702,80,40,0.5192,80,38,0.4791,80,103,0.5634,70,105,0.5084,80,11,0.47,80,49,0.4291,80
353,Radiant,7103609529,69,0.4668,70,86,0.4871,70,91,0.4988,70,102,0.5033,70,100,0.4532,70,119,0.4978,70,55,0.5498,70,74,0.4702,70,26,0.4536,70,48,0.455,70
354,Radiant,7103606391,87,0.4985,80,85,0.5333,80,106,0.4986,70,35,0.4447,70,4,0.5148,80,38,0.4791,80,58,0.4366,80,59,0.5025,80,136,0.4949,80,93,0.5257,80
355,Radiant,7103605591,86,0.4871,70,28,0.4639,70,18,0.5174,70,84,0.4835,70,106,0.4986,70,21,0.5318,70,111,0.5348,70,81,0.4813,70,29,0.4706,70,17,0.4825,70
356,Dire,7103597529,65,0.5134,80,51,0.476,80,5,0.5139,80,108,0.5067,80,1,0.4769,80,38,0.4791,80,9,0.5032,80,106,0.4986,80,128,0.4633,80,10,0.4552,80
357,Dire,7103582540,43,0.5069,80,9,0.5032,80,106,0.4986,80,68,0.5128,80,42,0.4442,70,58,0.4366,80,38,0.4791,80,52,0.4611,80,91,0.4988,80,41,0.4934,80
358,Radiant,7103570062,87,0.4985,80,38,0.4791,80,5,0.5139,70,70,0.4654,80,17,0.4825,80,86,0.4871,80,106,0.4986,80,85,0.5333,80,6,0.479,80,96,0.477,80
359,Radiant,7103569640,3,0.5108,70,23,0.5076,70,137,0.478,70,67,0.4781,70,120,0.5021,70,86,0.4871,70,38,0.4791,70,101,0.5195,70,70,0.4654,70,47,0.4961,70
360,Dire,7103568366,19,0.4524,80,1,0.4769,80,64,0.508,80,106,0.4986,80,69,0.4668,80,75,0.5201,80,98,0.4815,80,27,0.4896,80,108,0.5067,80,48,0.455,70
361,Dire,7103567392,87,0.4985,70,11,0.47,70,97,0.4886,70,72,0.465,70,52,0.4611,70,84,0.4835,70,20,0.4463,70,9,0.5032,70,100,0.4532,70,39,0.5105,70
362,Dire,7103534436,76,0.492,80,60,0.4776,80,135,0.5041,80,5,0.5139,80,123,0.4535,70,38,0.4791,80,58,0.4366,80,87,0.4985,80,74,0.4702,80,67,0.4781,80
363,Dire,7103522205,121,0.4826,70,71,0.5155,70,27,0.4896,70,19,0.4524,70,56,0.5183,70,29,0.4706,70,38,0.4791,70,9,0.5032,70,80,0.4943,70,48,0.455,70
364,Dire,7103519913,86,0.4871,80,120,0.5021,80,92,0.4987,80,100,0.4532,70,14,0.4912,80,19,0.4524,80,45,0.5187,80,137,0.478,80,93,0.5257,80,97,0.4886,80
365,Dire,7103515485,5,0.5139,70,129,0.4292,70,54,0.4602,70,72,0.465,70,46,0.4813,70,64,0.508,70,123,0.4535,70,96,0.477,70,41,0.4934,70,106,0.4986,70
366,Radiant,7103515332,86,0.4871,80,120,0.5021,80,10,0.4552,70,51,0.476,80,98,0.4815,80,58,0.4366,80,69,0.4668,80,128,0.4633,80,19,0.4524,80,4,0.5148,80
367,Radiant,7103491468,31,0.5104,70,72,0.465,70,62,0.5393,70,70,0.4654,70,80,0.4943,70,100,0.4532,70,86,0.4871,70,97,0.4886,70,23,0.5076,70,109,0.4731,70
368,Dire,7103481492,87,0.4985,70,51,0.476,70,123,0.4535,70,44,0.4469,70,49,0.4291,70,75,0.5201,70,21,0.5318,70,129,0.4292,70,6,0.479,70,22,0.4587,70
369,Dire,7103475403,83,0.5051,80,54,0.4602,80,79,0.4948,80,71,0.5155,80,52,0.4611,80,135,0.5041,80,75,0.5201,80,21,0.5318,80,10,0.4552,80,17,0.4825,70
370,Radiant,7103451280,87,0.4985,70,63,0.4855,70,21,0.5318,70,6,0.479,70,19,0.4524,70,5,0.5139,70,51,0.476,70,109,0.4731,70,55,0.5498,70,13,0.483,70
371,Dire,7103443531,87,0.4985,70,63,0.4855,70,9,0.5032,70,16,0.4788,70,25,0.4054,70,31,0.5104,70,91,0.4988,70,135,0.5041,70,95,0.4754,70,22,0.4587,70
372,Radiant,7103431087,38,0.4791,80,58,0.4366,80,31,0.5104,80,120,0.5021,80,54,0.4602,80,85,0.5333,80,44,0.4469,80,97,0.4886,80,123,0.4535,80,96,0.477,70
373,Radiant,7103416468,137,0.478,80,79,0.4948,80,11,0.47,80,100,0.4532,80,52,0.4611,80,43,0.5069,80,87,0.4985,80,114,0.488,80,19,0.4524,80,76,0.492,80
374,Dire,7103415590,85,0.5333,70,119,0.4978,70,89,0.5447,70,106,0.4986,70,46,0.4813,70,86,0.4871,70,75,0.5201,70,52,0.4611,70,22,0.4587,70,35,0.4447,70
375,Radiant,7103409925,100,0.4532,70,19,0.4524,70,90,0.4996,70,111,0.5348,70,93,0.5257,70,31,0.5104,70,121,0.4826,70,54,0.4602,70,108,0.5067,70,52,0.4611,70
376,Dire,7103398215,85,0.5333,80,38,0.4791,80,79,0.4948,80,70,0.4654,80,19,0.4524,80,6,0.479,80,83,0.5051,80,75,0.5201,80,135,0.5041,80,120,0.5021,70
377,Radiant,7103392818,9,0.5032,80,137,0.478,80,75,0.5201,80,60,0.4776,80,82,0.5473,80,86,0.4871,80,106,0.4986,80,38,0.4791,80,51,0.476,80,46,0.4813,80
378,Radiant,7103387512,9,0.5032,70,49,0.4291,70,45,0.5187,70,46,0.4813,70,19,0.4524,70,128,0.4633,70,31,0.5104,70,103,0.5634,70,10,0.4552,70,52,0.4611,70
379,Radiant,7103387006,87,0.4985,70,41,0.4934,70,38,0.4791,70,123,0.4535,70,128,0.4633,70,84,0.4835,70,53,0.3884,70,107,0.4963,70,54,0.4602,70,100,0.4532,70
380,Radiant,7103357128,86,0.4871,70,16,0.4788,70,64,0.508,70,54,0.4602,70,17,0.4825,70,19,0.4524,70,87,0.4985,70,97,0.4886,70,94,0.543,70,126,0.4822,70
381,Dire,7103357038,84,0.4835,70,110,0.4769,70,69,0.4668,70,63,0.4855,70,35,0.4447,70,87,0.4985,70,30,0.4677,70,9,0.5032,70,104,0.5435,70,120,0.5021,70
382,Dire,7103277186,75,0.5201,80,100,0.4532,80,123,0.4535,80,13,0.483,70,73,0.5131,80,128,0.4633,80,61,0.4745,80,51,0.476,80,17,0.4825,80,46,0.4813,80
383,Radiant,7103243315,100,0.4532,80,33,0.4916,80,5,0.5139,80,120,0.5021,80,42,0.4442,80,87,0.4985,80,106,0.4986,80,51,0.476,80,128,0.4633,70,6,0.479,80
384,Radiant,7103201065,52,0.4611,70,19,0.4524,80,87,0.4985,80,12,0.5014,80,40,0.5192,80,75,0.5201,80,65,0.5134,80,108,0.5067,80,21,0.5318,80,70,0.4654,80
385,Dire,7103168118,9,0.5032,70,123,0.4535,70,120,0.5021,70,95,0.4754,70,98,0.4815,70,86,0.4871,70,135,0.5041,70,19,0.4524,70,109,0.4731,70,87,0.4985,70
386,Dire,7103154737,75,0.5201,80,135,0.5041,80,79,0.4948,80,95,0.4754,80,120,0.5021,80,101,0.5195,70,104,0.5435,80,83,0.5051,80,12,0.5014,80,76,0.492,80
387,Radiant,7103134442,86,0.4871,70,135,0.5041,70,87,0.4985,70,11,0.47,70,70,0.4654,70,9,0.5032,70,123,0.4535,70,49,0.4291,70,22,0.4587,70,6,0.479,70
388,Radiant,7103101946,75,0.5201,80,51,0.476,80,128,0.4633,80,4,0.5148,80,52,0.4611,80,43,0.5069,80,100,0.4532,80,109,0.4731,70,101,0.5195,80,49,0.4291,80
389,Dire,7102550059,110,0.4769,80,137,0.478,80,103,0.5634,80,53,0.3884,80,81,0.4813,80,114,0.488,80,43,0.5069,80,51,0.476,80,6,0.479,80,38,0.4791,80
390,Dire,7102543840,5,0.5139,70,128,0.4633,70,53,0.3884,70,32,0.5282,70,92,0.4987,70,50,0.448,70,86,0.4871,70,38,0.4791,70,90,0.4996,70,18,0.5174,70
391,Dire,7102527725,58,0.4366,80,96,0.477,80,119,0.4978,80,18,0.5174,70,69,0.4668,80,75,0.5201,80,30,0.4677,80,7,0.4996,80,93,0.5257,80,10,0.4552,80
392,Radiant,7102490357,91,0.4988,70,137,0.478,80,49,0.4291,70,58,0.4366,80,136,0.4949,70,53,0.3884,70,7,0.4996,80,64,0.508,70,4,0.5148,70,90,0.4996,80
393,Dire,7102489413,100,0.4532,80,43,0.5069,80,91,0.4988,80,18,0.5174,80,106,0.4986,80,69,0.4668,80,53,0.3884,80,103,0.5634,80,86,0.4871,80,22,0.4587,80
394,Dire,7102472683,85,0.5333,80,106,0.4986,80,104,0.5435,80,101,0.5195,80,81,0.4813,80,9,0.5032,80,32,0.5282,80,120,0.5021,80,95,0.4754,80,108,0.5067,80
395,Radiant,7102471746,86,0.4871,80,78,0.5054,80,121,0.4826,80,106,0.4986,80,81,0.4813,80,87,0.4985,80,120,0.5021,80,102,0.5033,80,123,0.4535,80,137,0.478,70
396,Dire,7102467664,86,0.4871,80,43,0.5069,80,105,0.5084,80,92,0.4987,80,32,0.5282,80,87,0.4985,80,109,0.4731,80,137,0.478,80,58,0.4366,80,96,0.477,80
397,Dire,7102467488,69,0.4668,70,21,0.5318,70,35,0.4447,70,11,0.47,70,71,0.5155,70,87,0.4985,70,86,0.4871,70,81,0.4813,70,19,0.4524,70,109,0.4731,70
398,Radiant,7102461754,86,0.4871,70,38,0.4791,70,50,0.448,70,13,0.483,70,136,0.4949,70,5,0.5139,70,4,0.5148,70,87,0.4985,70,106,0.4986,70,47,0.4961,70
399,Radiant,7102414820,58,0.4366,80,49,0.4291,80,105,0.5084,80,29,0.4706,70,120,0.5021,80,53,0.3884,80,65,0.5134,80,100,0.4532,80,110,0.4769,80,46,0.4813,80
400,Dire,7102403275,14,0.4912,70,43,0.5069,70,23,0.5076,70,11,0.47,70,84,0.4835,70,63,0.4855,70,87,0.4985,70,61,0.4745,70,120,0.5021,70,46,0.4813,70
401,Dire,7102400334,49,0.4291,80,9,0.5032,80,136,0.4949,80,35,0.4447,80,17,0.4825,80,58,0.4366,80,38,0.4791,80,6,0.479,80,79,0.4948,80,19,0.4524,80
402,Radiant,7102396462,100,0.4532,80,52,0.4611,80,30,0.4677,80,73,0.5131,70,23,0.5076,80,75,0.5201,80,6,0.479,80,106,0.4986,80,86,0.4871,80,77,0.4987,80
403,Dire,7102394244,38,0.4791,70,68,0.5128,80,19,0.4524,70,9,0.5032,70,6,0.479,80,91,0.4988,70,17,0.4825,80,58,0.4366,70,100,0.4532,80,114,0.488,70
404,Dire,7102380282,110,0.4769,80,2,0.5044,80,91,0.4988,80,1,0.4769,80,17,0.4825,80,85,0.5333,80,89,0.5447,80,128,0.4633,80,52,0.4611,80,21,0.5318,80
405,Dire,7102380252,85,0.5333,80,86,0.4871,80,137,0.478,80,1,0.4769,80,128,0.4633,70,61,0.4745,80,123,0.4535,80,17,0.4825,80,9,0.5032,80,73,0.5131,80
406,Radiant,7102370483,5,0.5139,70,75,0.5201,70,128,0.4633,70,14,0.4912,70,15,0.4485,70,86,0.4871,70,96,0.477,70,87,0.4985,70,54,0.4602,70,17,0.4825,70
407,Dire,7102338447,71,0.5155,70,101,0.5195,70,32,0.5282,70,105,0.5084,70,11,0.47,70,90,0.4996,70,86,0.4871,70,49,0.4291,70,54,0.4602,70,13,0.483,70
408,Dire,7102315915,85,0.5333,80,6,0.479,70,123,0.4535,70,96,0.477,70,19,0.4524,70,86,0.4871,70,137,0.478,70,136,0.4949,70,91,0.4988,70,32,0.5282,70
