,winner,id,pick1,taxavitoria1,rank1,pick2,taxavitoria2,rank2,pick3,taxavitoria3,rank3,pick4,taxavitoria4,rank4,pick5,taxavitoria5,rank5,pick6,taxavitoria6,rank6,pick7,taxavitoria7,rank7,pick8,taxavitoria8,rank8,pick9,taxavitoria9,rank9,pick10,taxavitoria10,rank10
735,dire,7105583870,69,46.68,70,123,45.35,80,64,50.8,80,52,46.11,80,46,48.13,80,87,49.85,80,114,48.8,80,17,48.25,80,91,49.88,80,96,47.699999999999996,80
736,radiant,7105578855,100,45.32,70,20,44.629999999999995,70,11,47.0,70,48,45.5,70,49,42.91,70,105,50.839999999999996,70,71,51.55,70,87,49.85,70,22,45.87,70,10,45.519999999999996,70
737,radiant,7105552582,78,50.54,80,105,50.839999999999996,74,85,53.33,80,6,47.9,80,19,45.24,80,75,52.01,73,87,49.85,54,96,47.699999999999996,80,10,45.519999999999996,70,65,51.339999999999996,70
738,dire,7105518913,105,50.839999999999996,70,129,42.92,70,30,46.77,70,93,52.56999999999999,70,106,49.86,70,20,44.629999999999995,70,100,45.32,70,49,42.91,70,48,45.5,70,32,52.82,70
739,radiant,7105440338,100,45.32,80,58,43.66,80,120,50.21,80,65,51.339999999999996,70,81,48.13,80,85,53.33,80,6,47.9,80,86,48.71,80,7,49.96,80,17,48.25,80
740,radiant,7105436638,87,49.85,80,98,48.15,80,86,48.71,80,13,48.3,80,89,54.47,80,58,43.66,80,114,48.8,80,76,49.2,80,128,46.33,80,19,45.24,80
741,dire,7105433176,96,47.699999999999996,80,86,48.71,80,64,50.8,80,120,50.21,80,95,47.54,70,85,53.33,80,77,49.87,80,87,49.85,80,1,47.69,80,16,47.88,80
742,radiant,7105404152,43,50.690000000000005,70,19,45.24,80,9,50.32,80,76,49.2,80,44,44.690000000000005,80,87,49.85,80,49,42.91,80,69,46.68,80,114,48.8,80,1,47.69,80
743,dire,7105336455,137,47.8,72,91,49.88,80,19,45.24,80,29,47.06,80,54,46.02,70,85,53.33,74,38,47.910000000000004,80,105,50.839999999999996,80,7,49.96,80,1,47.69,80
744,dire,7105327130,85,53.33,80,47,49.61,80,136,49.49,80,18,51.739999999999995,80,19,45.24,70,6,47.9,80,51,47.599999999999994,80,119,49.78,80,38,47.910000000000004,80,34,54.230000000000004,80
745,dire,7105301710,86,48.71,80,96,47.699999999999996,80,128,46.33,80,12,50.13999999999999,80,34,54.230000000000004,80,43,50.690000000000005,80,87,49.85,80,109,47.31,80,103,56.34,80,104,54.35,80
746,radiant,7105297414,43,50.690000000000005,70,19,45.24,80,9,50.32,80,89,54.47,80,120,50.21,80,87,49.85,80,49,42.91,80,69,46.68,80,114,48.8,80,105,50.839999999999996,80
747,dire,7105271070,86,48.71,80,38,47.910000000000004,80,70,46.54,80,19,45.24,80,111,53.480000000000004,80,69,46.68,80,87,49.85,80,74,47.02,80,114,48.8,80,40,51.92,80
748,dire,7105258565,69,46.68,80,66,50.660000000000004,80,31,51.04,80,99,44.67,72,98,48.15,70,85,53.33,80,137,47.8,74,92,49.87,80,53,38.84,80,7,49.96,80
749,radiant,7105063745,85,53.33,80,12,50.13999999999999,80,71,51.55,80,53,38.84,80,16,47.88,80,83,50.51,80,6,47.9,80,75,52.01,80,137,47.8,80,126,48.22,70
750,radiant,7105061736,87,49.85,80,49,42.91,80,19,45.24,80,97,48.86,80,89,54.47,80,58,43.66,80,70,46.54,80,119,49.78,80,38,47.910000000000004,80,21,53.18000000000001,80
751,radiant,7105054238,23,50.760000000000005,70,43,50.690000000000005,70,44,44.690000000000005,70,64,50.8,70,51,47.599999999999994,70,100,45.32,70,55,54.98,70,111,53.480000000000004,70,81,48.13,70,103,56.34,70
752,dire,7105048914,33,49.16,70,84,48.35,70,14,49.120000000000005,70,106,49.86,70,46,48.13,70,87,49.85,70,72,46.5,70,9,50.32,70,71,51.55,70,11,47.0,70
753,dire,7105047653,9,50.32,80,49,42.91,80,64,50.8,80,10,45.519999999999996,80,32,52.82,80,86,48.71,80,77,49.87,80,85,53.33,80,109,47.31,80,13,48.3,80
754,radiant,7105042370,98,48.15,80,19,45.24,80,58,43.66,80,106,49.86,80,6,47.9,80,86,48.71,80,69,46.68,80,45,51.870000000000005,80,62,53.93,70,48,45.5,80
755,dire,7105034573,64,50.8,70,51,47.599999999999994,70,44,44.690000000000005,70,43,50.690000000000005,70,23,50.760000000000005,70,111,53.480000000000004,70,100,45.32,70,103,56.34,70,55,54.98,70,81,48.13,70
756,dire,7105019166,86,48.71,70,89,54.47,80,72,46.5,70,129,42.92,72,50,44.800000000000004,70,58,43.66,70,49,42.91,70,19,45.24,70,14,49.120000000000005,80,13,48.3,70
757,dire,7105000278,71,51.55,70,87,49.85,70,100,45.32,70,105,50.839999999999996,70,11,47.0,70,33,49.16,70,5,51.39,70,54,46.02,70,120,50.21,70,43,50.690000000000005,70
758,radiant,7104993454,86,48.71,70,63,48.55,70,16,47.88,70,9,50.32,70,22,45.87,70,100,45.32,70,128,46.33,70,31,51.04,70,11,47.0,70,17,48.25,70
759,dire,7104986636,38,47.910000000000004,80,58,43.66,80,123,45.35,80,70,46.54,80,23,50.760000000000005,80,87,49.85,80,120,50.21,80,49,42.91,80,9,50.32,80,46,48.13,80
760,radiant,7104979837,69,46.68,80,86,48.71,80,64,50.8,80,53,38.84,80,106,49.86,80,87,49.85,80,43,50.690000000000005,70,103,56.34,80,11,47.0,80,33,49.16,80
761,radiant,7104978462,87,49.85,70,93,52.56999999999999,70,101,51.949999999999996,70,38,47.910000000000004,80,23,50.760000000000005,70,62,53.93,70,9,50.32,72,96,47.699999999999996,80,14,49.120000000000005,70,106,49.86,70
762,radiant,7104974814,9,50.32,80,77,49.87,80,87,49.85,80,106,49.86,80,95,47.54,80,85,53.33,80,49,42.91,80,5,51.39,80,14,49.120000000000005,80,76,49.2,80
763,dire,7104957110,84,48.35,70,51,47.599999999999994,70,30,46.77,70,22,45.87,70,109,47.31,70,105,50.839999999999996,70,71,51.55,70,120,50.21,70,86,48.71,70,61,47.449999999999996,70
764,dire,7104942163,19,45.24,70,111,53.480000000000004,70,97,48.86,70,106,49.86,70,95,47.54,70,45,51.870000000000005,70,72,46.5,70,129,42.92,70,93,52.56999999999999,70,100,45.32,70
765,radiant,7104920879,71,51.55,70,101,51.949999999999996,70,43,50.690000000000005,70,21,53.18000000000001,70,90,49.96,70,84,48.35,70,137,47.8,70,39,51.05,70,70,46.54,70,38,47.910000000000004,70
766,dire,7104919784,58,43.66,80,38,47.910000000000004,80,64,50.8,80,67,47.81,80,126,48.22,80,51,47.599999999999994,80,60,47.760000000000005,80,120,50.21,80,119,49.78,80,14,49.120000000000005,80
767,radiant,7104903012,87,49.85,70,108,50.67,70,52,46.11,70,75,52.01,70,42,44.42,70,135,50.41,70,3,51.080000000000005,70,76,49.2,70,54,46.02,70,43,50.690000000000005,70
768,radiant,7104901040,87,49.85,70,72,46.5,80,76,49.2,70,135,50.41,72,114,48.8,70,62,53.93,70,123,45.35,80,31,51.04,70,86,48.71,70,136,49.49,70
769,dire,7104900591,53,38.84,70,87,49.85,70,64,50.8,70,1,47.69,70,120,50.21,80,58,43.66,80,38,47.910000000000004,80,86,48.71,80,106,49.86,70,44,44.690000000000005,80
770,dire,7104889270,84,48.35,70,17,48.25,70,57,50.870000000000005,70,137,47.8,70,10,45.519999999999996,70,19,45.24,70,75,52.01,70,43,50.690000000000005,70,93,52.56999999999999,70,100,45.32,70
771,radiant,7104876283,58,43.66,80,61,47.449999999999996,80,64,50.8,80,39,51.05,80,93,52.56999999999999,80,9,50.32,80,100,45.32,80,128,46.33,80,1,47.69,80,2,50.44,80
772,dire,7104863135,87,49.85,70,14,49.120000000000005,70,129,42.92,70,76,49.2,70,42,44.42,70,75,52.01,70,30,46.77,70,6,47.9,70,46,48.13,70,108,50.67,70
773,dire,7104862975,85,53.33,70,1,47.69,70,49,42.91,70,101,51.949999999999996,80,135,50.41,70,62,53.93,80,9,50.32,70,105,50.839999999999996,70,109,47.31,72,114,48.8,70
774,radiant,7104851034,53,38.84,80,19,45.24,80,5,51.39,80,17,48.25,70,47,49.61,80,87,49.85,70,137,47.8,70,114,48.8,70,110,47.69,70,49,42.91,80
775,radiant,7104847659,110,47.69,70,87,49.85,70,43,50.690000000000005,70,7,49.96,70,46,48.13,70,86,48.71,70,5,51.39,70,62,53.93,70,100,45.32,70,4,51.480000000000004,70
776,dire,7104825436,135,50.41,80,75,52.01,80,64,50.8,80,23,50.760000000000005,80,18,51.739999999999995,80,69,46.68,80,87,49.85,80,86,48.71,80,74,47.02,80,95,47.54,80
777,dire,7104819480,86,48.71,70,128,46.33,70,6,47.9,70,96,47.699999999999996,70,21,53.18000000000001,70,101,51.949999999999996,70,110,47.69,70,71,51.55,70,70,46.54,70,129,42.92,70
778,dire,7104813963,5,51.39,70,86,48.71,70,16,47.88,70,4,51.480000000000004,70,93,52.56999999999999,70,121,48.26,70,30,46.77,70,43,50.690000000000005,70,32,52.82,70,42,44.42,70
779,radiant,7104795511,19,45.24,80,106,49.86,80,85,53.33,80,10,45.519999999999996,70,128,46.33,80,86,48.71,80,38,47.910000000000004,70,100,45.32,80,6,47.9,80,114,48.8,80
780,dire,7104785997,64,50.8,70,54,46.02,70,123,45.35,70,60,47.760000000000005,80,46,48.13,70,51,47.599999999999994,70,111,53.480000000000004,70,9,50.32,70,11,47.0,70,65,51.339999999999996,70
781,dire,7104782292,5,51.39,70,45,51.870000000000005,70,109,47.31,70,96,47.699999999999996,70,106,49.86,70,84,48.35,70,105,50.839999999999996,70,77,49.87,70,23,50.760000000000005,70,39,51.05,70
782,dire,7104780023,32,52.82,80,9,50.32,80,49,42.91,80,91,49.88,80,55,54.98,80,62,53.93,80,87,49.85,80,106,49.86,80,53,38.84,80,4,51.480000000000004,80
783,dire,7104760833,123,45.35,70,49,42.91,70,111,53.480000000000004,70,45,51.870000000000005,70,105,50.839999999999996,70,19,45.24,70,64,50.8,80,36,48.72,70,106,49.86,70,46,48.13,70
784,dire,7104758170,9,50.32,70,77,49.87,70,91,49.88,70,52,46.11,70,128,46.33,70,5,51.39,70,21,53.18000000000001,70,97,48.86,70,106,49.86,70,41,49.34,70
785,radiant,7104755260,110,47.69,80,106,49.86,70,9,50.32,80,62,53.93,80,34,54.230000000000004,80,86,48.71,70,10,45.519999999999996,80,102,50.33,80,76,49.2,80,29,47.06,80
786,dire,7104730867,21,53.18000000000001,70,97,48.86,70,84,48.35,70,8,46.56,70,52,46.11,80,31,51.04,70,19,45.24,70,129,42.92,70,93,52.56999999999999,70,9,50.32,70
787,dire,7104729939,5,51.39,70,119,49.78,70,81,48.13,70,106,49.86,70,6,47.9,70,9,50.32,70,104,54.35,70,1,47.69,70,91,49.88,70,52,46.11,70
788,radiant,7104717671,87,49.85,70,69,46.68,80,9,50.32,80,17,48.25,80,54,46.02,80,85,53.33,80,114,48.8,80,19,45.24,70,90,49.96,80,13,48.3,80
789,radiant,7104555493,75,52.01,80,19,45.24,80,38,47.910000000000004,80,46,48.13,70,13,48.3,80,86,48.71,80,77,49.87,80,44,44.690000000000005,80,31,51.04,80,17,48.25,80
790,dire,7104554152,77,49.87,80,58,43.66,80,9,50.32,80,4,51.480000000000004,80,19,45.24,80,86,48.71,80,89,54.47,80,64,50.8,80,96,47.699999999999996,80,13,48.3,70
791,radiant,7104533510,123,45.35,70,100,45.32,70,120,50.21,70,43,50.690000000000005,70,6,47.9,70,87,49.85,70,135,50.41,70,119,49.78,70,76,49.2,70,42,44.42,70
792,radiant,7104528222,43,50.690000000000005,70,110,47.69,54,41,49.34,80,31,51.04,73,17,48.25,80,103,56.34,72,53,38.84,80,86,48.71,80,49,42.91,80,99,44.67,70
793,dire,7104520296,51,47.599999999999994,80,77,49.87,80,9,50.32,80,4,51.480000000000004,80,22,45.87,80,85,53.33,80,128,46.33,70,96,47.699999999999996,80,46,48.13,80,106,49.86,80
794,radiant,7104514406,49,42.91,80,58,43.66,80,9,50.32,80,106,49.86,80,1,47.69,80,86,48.71,80,69,46.68,80,128,46.33,80,120,50.21,80,10,45.519999999999996,70
795,dire,7104504819,85,53.33,70,79,49.480000000000004,70,10,45.519999999999996,70,137,47.8,70,98,48.15,70,64,50.8,70,119,49.78,70,129,42.92,70,135,50.41,70,48,45.5,70
796,dire,7104481344,86,48.71,70,5,51.39,73,49,42.91,80,7,49.96,54,35,44.47,80,43,50.690000000000005,72,103,56.34,80,19,45.24,80,99,44.67,80,59,50.24999999999999,70
797,radiant,7104439460,75,52.01,80,120,50.21,80,79,49.480000000000004,80,29,47.06,80,48,45.5,70,87,49.85,80,43,50.690000000000005,80,6,47.9,80,51,47.599999999999994,80,69,46.68,80
798,dire,7104421771,86,48.71,70,57,50.870000000000005,70,22,45.87,70,97,48.86,70,54,46.02,70,75,52.01,70,79,49.480000000000004,70,137,47.8,70,48,45.5,70,17,48.25,70
799,radiant,7104396886,91,49.88,73,86,48.71,54,69,46.68,80,7,49.96,80,72,46.5,70,49,42.91,72,68,51.28,80,123,45.35,80,99,44.67,80,10,45.519999999999996,70
800,radiant,7104366413,79,49.480000000000004,70,70,46.54,70,87,49.85,70,76,49.2,70,48,45.5,70,57,50.870000000000005,70,123,45.35,70,90,49.96,70,29,47.06,70,56,51.83,70
801,dire,7104351357,114,48.8,70,85,53.33,80,52,46.11,70,33,49.16,80,69,46.68,70,49,42.91,70,128,46.33,80,111,53.480000000000004,80,13,48.3,80,77,49.87,70
802,radiant,7104308701,86,48.71,70,128,46.33,70,135,50.41,70,110,47.69,70,136,49.49,70,85,53.33,70,45,51.870000000000005,70,96,47.699999999999996,70,54,46.02,70,22,45.87,70
803,radiant,7104250162,69,46.68,70,9,50.32,80,75,52.01,80,95,47.54,80,100,45.32,70,58,43.66,70,1,47.69,80,53,38.84,70,51,47.599999999999994,80,23,50.760000000000005,70
804,radiant,7104215991,37,50.080000000000005,70,19,45.24,70,106,49.86,70,98,48.15,70,81,48.13,70,101,51.949999999999996,70,129,42.92,70,120,50.21,70,119,49.78,70,10,45.519999999999996,70
805,dire,7104210513,14,49.120000000000005,41,137,47.8,42,62,53.93,70,136,49.49,80,17,48.25,70,86,48.71,80,49,42.91,70,87,49.85,63,98,48.15,80,1,47.69,70
806,radiant,7104166598,114,48.8,70,58,43.66,80,128,46.33,70,11,47.0,80,49,42.91,70,85,53.33,70,69,46.68,70,52,46.11,80,123,45.35,80,35,44.47,80
807,dire,7104157219,86,48.71,70,70,46.54,42,9,50.32,41,69,46.68,80,2,50.44,70,87,49.85,80,38,47.910000000000004,70,123,45.35,63,53,38.84,80,34,54.230000000000004,70
808,dire,7103853668,58,43.66,80,38,47.910000000000004,80,64,50.8,80,90,49.96,80,18,51.739999999999995,80,85,53.33,80,9,50.32,80,135,50.41,80,6,47.9,80,112,53.400000000000006,80
809,dire,7103821198,87,49.85,70,49,42.91,80,51,47.599999999999994,80,47,49.61,80,45,51.870000000000005,80,9,50.32,80,137,47.8,80,4,51.480000000000004,80,100,45.32,80,36,48.72,80
810,dire,7103801616,87,49.85,80,137,47.8,80,100,45.32,80,135,50.41,70,120,50.21,80,86,48.71,70,106,49.86,80,38,47.910000000000004,80,105,50.839999999999996,80,10,45.519999999999996,80
811,dire,7103792017,69,46.68,80,6,47.9,80,86,48.71,80,51,47.599999999999994,80,22,45.87,80,49,42.91,80,58,43.66,80,128,46.33,80,33,49.16,70,67,47.81,80
812,dire,7103789936,53,38.84,80,51,47.599999999999994,80,10,45.519999999999996,80,37,50.080000000000005,80,120,50.21,80,49,42.91,80,86,48.71,80,119,49.78,80,1,47.69,80,17,48.25,80
813,dire,7103785428,1,47.69,80,87,49.85,80,19,45.24,80,65,51.339999999999996,80,128,46.33,80,91,49.88,70,70,46.54,80,58,43.66,70,13,48.3,70,93,52.56999999999999,80
814,radiant,7103778252,1,47.69,70,85,53.33,70,105,50.839999999999996,80,106,49.86,70,62,53.93,70,86,48.71,70,43,50.690000000000005,70,51,47.599999999999994,70,13,48.3,70,95,47.54,70
815,radiant,7103772566,128,46.33,80,19,45.24,80,58,43.66,80,65,51.339999999999996,80,81,48.13,70,86,48.71,70,43,50.690000000000005,80,46,48.13,70,96,47.699999999999996,80,39,51.05,70
816,radiant,7103767202,119,49.78,80,106,49.86,80,58,43.66,80,61,47.449999999999996,80,6,47.9,80,85,53.33,80,36,48.72,80,9,50.32,80,5,51.39,80,10,45.519999999999996,80
817,dire,7103743246,87,49.85,80,6,47.9,80,123,45.35,80,69,46.68,80,22,45.87,80,86,48.71,80,43,50.690000000000005,80,51,47.599999999999994,80,35,44.47,80,129,42.92,80
818,radiant,7103709947,86,48.71,70,11,47.0,80,135,50.41,80,100,45.32,80,120,50.21,80,87,49.85,80,69,46.68,80,51,47.599999999999994,80,89,54.47,70,21,53.18000000000001,80
819,dire,7103708715,135,50.41,70,9,50.32,70,5,51.39,70,32,52.82,70,70,46.54,70,86,48.71,80,137,47.8,70,102,50.33,70,123,45.35,70,53,38.84,70
820,dire,7103690699,69,46.68,80,86,48.71,70,64,50.8,80,1,47.69,80,65,51.339999999999996,80,53,38.84,80,85,53.33,80,43,50.690000000000005,80,88,50.06,80,19,45.24,80
821,radiant,7103690103,69,46.68,80,9,50.32,80,100,45.32,80,6,47.9,80,39,51.05,80,58,43.66,80,43,50.690000000000005,80,105,50.839999999999996,80,97,48.86,80,1,47.69,80
822,radiant,7103689033,19,45.24,70,76,49.2,70,111,53.480000000000004,70,42,44.42,70,21,53.18000000000001,70,101,51.949999999999996,70,27,48.96,70,60,47.760000000000005,70,35,44.47,70,126,48.22,70
823,dire,7103684913,64,50.8,80,2,50.44,80,90,49.96,80,18,51.739999999999995,80,119,49.78,80,86,48.71,80,85,53.33,80,76,49.2,80,95,47.54,80,38,47.910000000000004,80
824,radiant,7103674422,38,47.910000000000004,80,123,45.35,80,103,56.34,80,46,48.13,80,19,45.24,80,86,48.71,80,85,53.33,80,70,46.54,80,96,47.699999999999996,80,76,49.2,80
825,dire,7103669788,69,46.68,80,58,43.66,80,5,51.39,80,11,47.0,80,114,48.8,80,43,50.690000000000005,80,137,47.8,80,100,45.32,80,85,53.33,80,48,45.5,80
826,dire,7103666623,77,49.87,80,86,48.71,80,26,45.36,80,4,51.480000000000004,80,11,47.0,80,87,49.85,80,89,54.47,80,120,50.21,70,9,50.32,70,49,42.91,80
827,radiant,7103658297,58,43.66,70,77,49.87,70,137,47.8,70,128,46.33,70,17,48.25,70,14,49.120000000000005,70,5,51.39,70,39,51.05,70,10,45.519999999999996,70,69,46.68,70
828,dire,7103647953,64,50.8,70,128,46.33,70,104,54.35,70,41,49.34,70,36,48.72,70,129,42.92,70,31,51.04,70,93,52.56999999999999,70,9,50.32,70,45,51.870000000000005,70
829,radiant,7103626460,58,43.66,80,13,48.3,80,38,47.910000000000004,80,128,46.33,80,10,45.519999999999996,80,51,47.599999999999994,80,74,47.02,80,87,49.85,80,109,47.31,80,29,47.06,80
830,radiant,7103620261,75,52.01,80,98,48.15,80,27,48.96,80,100,45.32,80,73,51.31,70,19,45.24,80,45,51.870000000000005,80,85,53.33,80,90,49.96,80,70,46.54,80
831,dire,7103614680,86,48.71,80,53,38.84,80,64,50.8,80,74,47.02,80,40,51.92,80,38,47.910000000000004,80,103,56.34,70,105,50.839999999999996,80,11,47.0,80,49,42.91,80
832,radiant,7103609529,69,46.68,70,86,48.71,70,91,49.88,70,102,50.33,70,100,45.32,70,119,49.78,70,55,54.98,70,74,47.02,70,26,45.36,70,48,45.5,70
833,radiant,7103606391,87,49.85,80,85,53.33,80,106,49.86,70,35,44.47,70,4,51.480000000000004,80,38,47.910000000000004,80,58,43.66,80,59,50.24999999999999,80,136,49.49,80,93,52.56999999999999,80
834,radiant,7103605591,86,48.71,70,28,46.39,70,18,51.739999999999995,70,84,48.35,70,106,49.86,70,21,53.18000000000001,70,111,53.480000000000004,70,81,48.13,70,29,47.06,70,17,48.25,70
835,dire,7103597529,65,51.339999999999996,80,51,47.599999999999994,80,5,51.39,80,108,50.67,80,1,47.69,80,38,47.910000000000004,80,9,50.32,80,106,49.86,80,128,46.33,80,10,45.519999999999996,80
836,dire,7103582540,43,50.690000000000005,80,9,50.32,80,106,49.86,80,68,51.28,80,42,44.42,70,58,43.66,80,38,47.910000000000004,80,52,46.11,80,91,49.88,80,41,49.34,80
837,radiant,7103570062,87,49.85,80,38,47.910000000000004,80,5,51.39,70,70,46.54,80,17,48.25,80,86,48.71,80,106,49.86,80,85,53.33,80,6,47.9,80,96,47.699999999999996,80
838,radiant,7103569640,3,51.080000000000005,70,23,50.760000000000005,70,137,47.8,70,67,47.81,70,120,50.21,70,86,48.71,70,38,47.910000000000004,70,101,51.949999999999996,70,70,46.54,70,47,49.61,70
839,dire,7103568366,19,45.24,80,1,47.69,80,64,50.8,80,106,49.86,80,69,46.68,80,75,52.01,80,98,48.15,80,27,48.96,80,108,50.67,80,48,45.5,70
840,dire,7103567392,87,49.85,70,11,47.0,70,97,48.86,70,72,46.5,70,52,46.11,70,84,48.35,70,20,44.629999999999995,70,9,50.32,70,100,45.32,70,39,51.05,70
841,dire,7103534436,76,49.2,80,60,47.760000000000005,80,135,50.41,80,5,51.39,80,123,45.35,70,38,47.910000000000004,80,58,43.66,80,87,49.85,80,74,47.02,80,67,47.81,80
842,dire,7103522205,121,48.26,70,71,51.55,70,27,48.96,70,19,45.24,70,56,51.83,70,29,47.06,70,38,47.910000000000004,70,9,50.32,70,80,49.43,70,48,45.5,70
843,dire,7103519913,86,48.71,80,120,50.21,80,92,49.87,80,100,45.32,70,14,49.120000000000005,80,19,45.24,80,45,51.870000000000005,80,137,47.8,80,93,52.56999999999999,80,97,48.86,80
844,dire,7103515485,5,51.39,70,129,42.92,70,54,46.02,70,72,46.5,70,46,48.13,70,64,50.8,70,123,45.35,70,96,47.699999999999996,70,41,49.34,70,106,49.86,70
845,radiant,7103515332,86,48.71,80,120,50.21,80,10,45.519999999999996,70,51,47.599999999999994,80,98,48.15,80,58,43.66,80,69,46.68,80,128,46.33,80,19,45.24,80,4,51.480000000000004,80
846,radiant,7103491468,31,51.04,70,72,46.5,70,62,53.93,70,70,46.54,70,80,49.43,70,100,45.32,70,86,48.71,70,97,48.86,70,23,50.760000000000005,70,109,47.31,70
847,dire,7103481492,87,49.85,70,51,47.599999999999994,70,123,45.35,70,44,44.690000000000005,70,49,42.91,70,75,52.01,70,21,53.18000000000001,70,129,42.92,70,6,47.9,70,22,45.87,70
848,dire,7103475403,83,50.51,80,54,46.02,80,79,49.480000000000004,80,71,51.55,80,52,46.11,80,135,50.41,80,75,52.01,80,21,53.18000000000001,80,10,45.519999999999996,80,17,48.25,70
849,radiant,7103451280,87,49.85,70,63,48.55,70,21,53.18000000000001,70,6,47.9,70,19,45.24,70,5,51.39,70,51,47.599999999999994,70,109,47.31,70,55,54.98,70,13,48.3,70
850,dire,7103443531,87,49.85,70,63,48.55,70,9,50.32,70,16,47.88,70,25,40.54,70,31,51.04,70,91,49.88,70,135,50.41,70,95,47.54,70,22,45.87,70
851,radiant,7103431087,38,47.910000000000004,80,58,43.66,80,31,51.04,80,120,50.21,80,54,46.02,80,85,53.33,80,44,44.690000000000005,80,97,48.86,80,123,45.35,80,96,47.699999999999996,70
852,radiant,7103416468,137,47.8,80,79,49.480000000000004,80,11,47.0,80,100,45.32,80,52,46.11,80,43,50.690000000000005,80,87,49.85,80,114,48.8,80,19,45.24,80,76,49.2,80
853,dire,7103415590,85,53.33,70,119,49.78,70,89,54.47,70,106,49.86,70,46,48.13,70,86,48.71,70,75,52.01,70,52,46.11,70,22,45.87,70,35,44.47,70
854,radiant,7103409925,100,45.32,70,19,45.24,70,90,49.96,70,111,53.480000000000004,70,93,52.56999999999999,70,31,51.04,70,121,48.26,70,54,46.02,70,108,50.67,70,52,46.11,70
855,dire,7103398215,85,53.33,80,38,47.910000000000004,80,79,49.480000000000004,80,70,46.54,80,19,45.24,80,6,47.9,80,83,50.51,80,75,52.01,80,135,50.41,80,120,50.21,70
856,radiant,7103392818,9,50.32,80,137,47.8,80,75,52.01,80,60,47.760000000000005,80,82,54.730000000000004,80,86,48.71,80,106,49.86,80,38,47.910000000000004,80,51,47.599999999999994,80,46,48.13,80
857,radiant,7103387512,9,50.32,70,49,42.91,70,45,51.870000000000005,70,46,48.13,70,19,45.24,70,128,46.33,70,31,51.04,70,103,56.34,70,10,45.519999999999996,70,52,46.11,70
858,radiant,7103387006,87,49.85,70,41,49.34,70,38,47.910000000000004,70,123,45.35,70,128,46.33,70,84,48.35,70,53,38.84,70,107,49.63,70,54,46.02,70,100,45.32,70
859,radiant,7103357128,86,48.71,70,16,47.88,70,64,50.8,70,54,46.02,70,17,48.25,70,19,45.24,70,87,49.85,70,97,48.86,70,94,54.300000000000004,70,126,48.22,70
860,dire,7103357038,84,48.35,70,110,47.69,70,69,46.68,70,63,48.55,70,35,44.47,70,87,49.85,70,30,46.77,70,9,50.32,70,104,54.35,70,120,50.21,70
861,dire,7103277186,75,52.01,80,100,45.32,80,123,45.35,80,13,48.3,70,73,51.31,80,128,46.33,80,61,47.449999999999996,80,51,47.599999999999994,80,17,48.25,80,46,48.13,80
862,radiant,7103243315,100,45.32,80,33,49.16,80,5,51.39,80,120,50.21,80,42,44.42,80,87,49.85,80,106,49.86,80,51,47.599999999999994,80,128,46.33,70,6,47.9,80
863,radiant,7103201065,52,46.11,70,19,45.24,80,87,49.85,80,12,50.13999999999999,80,40,51.92,80,75,52.01,80,65,51.339999999999996,80,108,50.67,80,21,53.18000000000001,80,70,46.54,80
864,dire,7103168118,9,50.32,70,123,45.35,70,120,50.21,70,95,47.54,70,98,48.15,70,86,48.71,70,135,50.41,70,19,45.24,70,109,47.31,70,87,49.85,70
865,dire,7103154737,75,52.01,80,135,50.41,80,79,49.480000000000004,80,95,47.54,80,120,50.21,80,101,51.949999999999996,70,104,54.35,80,83,50.51,80,12,50.13999999999999,80,76,49.2,80
866,radiant,7103134442,86,48.71,70,135,50.41,70,87,49.85,70,11,47.0,70,70,46.54,70,9,50.32,70,123,45.35,70,49,42.91,70,22,45.87,70,6,47.9,70
867,radiant,7103101946,75,52.01,80,51,47.599999999999994,80,128,46.33,80,4,51.480000000000004,80,52,46.11,80,43,50.690000000000005,80,100,45.32,80,109,47.31,70,101,51.949999999999996,80,49,42.91,80
868,dire,7102550059,110,47.69,80,137,47.8,80,103,56.34,80,53,38.84,80,81,48.13,80,114,48.8,80,43,50.690000000000005,80,51,47.599999999999994,80,6,47.9,80,38,47.910000000000004,80
869,dire,7102543840,5,51.39,70,128,46.33,70,53,38.84,70,32,52.82,70,92,49.87,70,50,44.800000000000004,70,86,48.71,70,38,47.910000000000004,70,90,49.96,70,18,51.739999999999995,70
870,dire,7102527725,58,43.66,80,96,47.699999999999996,80,119,49.78,80,18,51.739999999999995,70,69,46.68,80,75,52.01,80,30,46.77,80,7,49.96,80,93,52.56999999999999,80,10,45.519999999999996,80
871,radiant,7102490357,91,49.88,70,137,47.8,80,49,42.91,70,58,43.66,80,136,49.49,70,53,38.84,70,7,49.96,80,64,50.8,70,4,51.480000000000004,70,90,49.96,80
872,dire,7102489413,100,45.32,80,43,50.690000000000005,80,91,49.88,80,18,51.739999999999995,80,106,49.86,80,69,46.68,80,53,38.84,80,103,56.34,80,86,48.71,80,22,45.87,80
873,dire,7102472683,85,53.33,80,106,49.86,80,104,54.35,80,101,51.949999999999996,80,81,48.13,80,9,50.32,80,32,52.82,80,120,50.21,80,95,47.54,80,108,50.67,80
874,radiant,7102471746,86,48.71,80,78,50.54,80,121,48.26,80,106,49.86,80,81,48.13,80,87,49.85,80,120,50.21,80,102,50.33,80,123,45.35,80,137,47.8,70
